 ----------------------------------------------------------------------
 #P 
 ----------------------------------------------------------------------

  and normal coordinates:

                       1                       2                       3            
                       A                       A                       A            
 Frequencies --       -205.1182               -37.3765               -22.0162       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
    18   1   -0.01   -0.10    0.02    0.09   -0.11   -0.01   -0.02    0.03   -0.03
    19   1   -0.03   -0.06    0.02    0.03    0.03   -0.01   -0.04   -0.00   -0.00
    20   1   -0.19    0.17    0.14   -0.04    0.02    0.04    0.09   -0.10   -0.06
    21   1   -0.07   -0.10    0.02   -0.16    0.11    0.02   -0.04    0.11   -0.00
    22   1   -0.02    0.05   -0.02    0.10   -0.10    0.00    0.05   -0.17    0.08
    23   1   -0.03    0.02    0.10   -0.02    0.07    0.00    0.02    0.03   -0.11
    24   1    0.03   -0.02    0.01   -0.01    0.01    0.05   -0.06   -0.03    0.08
    25   1    0.02   -0.04    0.02    0.01   -0.08    0.03   -0.02   -0.06    0.05
    26   1    0.09    0.00   -0.03    0.11   -0.07   -0.03    0.03    0.04    0.01
    27   1   -0.08    0.05    0.02   -0.08   -0.17    0.11    0.04   -0.21    0.07
    28   1   -0.03   -0.20    0.05   -0.04   -0.20    0.14    0.02    0.13    0.06
    29   1   -0.07    0.15   -0.02   -0.05    0.36    0.02    0.06    0.12    0.05
    30   1   -0.02   -0.01   -0.01   -0.02   -0.05    0.01   -0.02   -0.03   -0.00
    31   1    0.02    0.04   -0.02    0.02    0.00   -0.01    0.02    0.01   -0.01
    32   1   -0.01   -0.02   -0.01    0.02    0.02   -0.02    0.01    0.00   -0.01
    33   1    0.02   -0.01    0.01   -0.03    0.02    0.02   -0.05    0.03    0.02
    34   1   -0.03    0.01   -0.00    0.01    0.01   -0.04    0.04    0.02   -0.03
    35   1    0.01    0.05   -0.03    0.02   -0.00    0.06   -0.11   -0.13   -0.28
    36   1   -0.03    0.04   -0.03   -0.01   -0.04    0.00    0.27    0.15    0.17
    37   1   -0.13   -0.08   -0.15    0.09    0.07    0.13    0.05   -0.07   -0.16
    38   1   -0.23   -0.03    0.29    0.06    0.08   -0.11   -0.11   -0.08    0.16
    39   1    0.04   -0.01   -0.29    0.02    0.07    0.04   -0.00   -0.07   -0.15
    40   1   -0.10   -0.01   -0.10   -0.06    0.02    0.22    0.04   -0.02   -0.28

                       46                      47                      48           
                       A                       A                       A            
 Frequencies --        962.2190               976.5896              1004.9277       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.02    0.03   -0.01   -0.02   -0.08    0.02    0.00    0.05    0.01
     2   6    0.01   -0.03    0.01    0.01    0.06    0.01   -0.03   -0.04    0.02
     3   6    0.00    0.01    0.01    0.01    0.00   -0.00    0.00   -0.00   -0.00
     4   6   -0.02   -0.01    0.03   -0.01    0.04   -0.02    0.05    0.01    0.01
     5   6    0.01   -0.02   -0.04   -0.01   -0.02   -0.02   -0.01    0.04    0.04
     6   6    0.01   -0.03    0.00    0.02   -0.01   -0.01   -0.00   -0.05    0.07
     7   6   -0.01    0.04   -0.01    0.02    0.01   -0.00   -0.05    0.03   -0.06
     8   6    0.01    0.01   -0.03   -0.00    0.00   -0.01    0.00    0.03   -0.02
     9   6   -0.07    0.01    0.00   -0.03    0.00    0.00    0.01   -0.01    0.02
    10   6    0.02   -0.02    0.07    0.02    0.00    0.02    0.00    0.00   -0.01
    11   6    0.04   -0.02    0.03    0.01   -0.01    0.02    0.04   -0.03   -0.01
    12   6   -0.01   -0.01   -0.00    0.02   -0.02    0.04    0.00    0.00   -0.01
    13   6    0.01    0.02   -0.01    0.00    0.01    0.01   -0.00   -0.01   -0.00
    14   6   -0.02   -0.01    0.03   -0.01    0.04   -0.02    0.03   -0.04   -0.05
    15   6    0.02    0.00   -0.03   -0.03    0.03    0.01   -0.01    0.05    0.01
    16   1    0.04    0.12   -0.04   -0.15   -0.29    0.08   -0.04    0.03   -0.04
    17   1   -0.06    0.11    0.15    0.19   -0.31   -0.35    0.04   -0.15   -0.08
    18   1    0.02    0.03   -0.01    0.04   -0.00   -0.00   -0.07    0.21    0.00
    19   1    0.01    0.03   -0.02   -0.03   -0.08    0.03    0.08    0.05   -0.01
    20   1    0.08   -0.05   -0.03    0.03   -0.01   -0.01    0.13   -0.15   -0.13
    21   1   -0.03    0.15   -0.03    0.02    0.04   -0.01   -0.02    0.08   -0.06
    22   1    0.12    0.20   -0.21    0.06    0.07   -0.09   -0.10    0.09    0.01
    23   1   -0.05    0.08    0.22   -0.03   -0.00    0.11    0.00   -0.06    0.01
    24   1    0.13    0.13   -0.19    0.05    0.06   -0.08   -0.04   -0.07    0.08
    25   1    0.05    0.11   -0.13    0.01    0.05   -0.04    0.01   -0.03    0.01
    26   1   -0.11   -0.25    0.00    0.01   -0.10   -0.02    0.01    0.05    0.01
    27   1   -0.08    0.21   -0.06   -0.01    0.08   -0.03   -0.08   -0.01    0.03
    28   1   -0.04   -0.27   -0.04   -0.01   -0.06   -0.03   -0.03   -0.23    0.04
    29   1   -0.09   -0.06   -0.06   -0.02   -0.07   -0.02   -0.06    0.12   -0.02
    30   1    0.02    0.01    0.01   -0.10   -0.05   -0.04    0.02    0.03    0.00
    31   1   -0.03   -0.04    0.02    0.06    0.16   -0.06   -0.02   -0.02    0.02
    32   1    0.00    0.00    0.02   -0.09   -0.12   -0.04   -0.00    0.00    0.02
    33   1    0.05   -0.03   -0.06    0.08   -0.04    0.03   -0.03    0.01   -0.00
    34   1   -0.06   -0.02    0.03   -0.08    0.00   -0.01    0.04    0.00   -0.00
    35   1   -0.02   -0.01   -0.10   -0.09   -0.14   -0.06    0.09    0.11    0.17
    36   1    0.13    0.10    0.09   -0.01   -0.10   -0.02   -0.21   -0.07   -0.14
    37   1   -0.01   -0.05   -0.10    0.16    0.08    0.16   -0.14   -0.01   -0.01
    38   1   -0.02   -0.00    0.01    0.04   -0.07    0.01   -0.02   -0.11    0.11
    39   1    0.02   -0.00   -0.08   -0.07   -0.06    0.19   -0.08   -0.10    0.14
    40   1   -0.00   -0.00   -0.06    0.10   -0.01   -0.11    0.12   -0.02   -0.22

                       49                      50                      51           
                       A                       A                       A            
 Frequencies --       1008.2620              1018.2562              1030.0829       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.03   -0.00   -0.01    0.01   -0.01    0.01    0.02    0.01   -0.02
     2   6   -0.01    0.01   -0.00    0.00    0.02   -0.01   -0.01   -0.01    0.02
     3   6   -0.01   -0.03    0.00    0.00    0.00   -0.00    0.01    0.04   -0.00
     4   6   -0.03   -0.01    0.01   -0.04   -0.00    0.02   -0.01   -0.01    0.00
     5   6   -0.04   -0.02    0.02   -0.02   -0.01    0.02   -0.02    0.01   -0.01
     6   6    0.04    0.02   -0.01    0.09    0.05    0.01    0.02    0.01    0.02
     7   6   -0.02    0.01   -0.00   -0.04   -0.06   -0.01   -0.01   -0.01   -0.01
     8   6    0.01    0.00   -0.02   -0.02    0.02   -0.00   -0.01    0.00   -0.03
     9   6    0.02   -0.09    0.02    0.00    0.07   -0.01    0.03   -0.05    0.02
    10   6   -0.00    0.10   -0.03    0.03   -0.07   -0.03   -0.03    0.05   -0.00
    11   6    0.03   -0.01   -0.02    0.01   -0.02    0.00    0.02   -0.01    0.01
    12   6    0.05   -0.01   -0.04   -0.01    0.01   -0.00   -0.06    0.02    0.08
    13   6   -0.02    0.01    0.02   -0.00    0.00   -0.00    0.03   -0.03   -0.06
    14   6   -0.02    0.02    0.03   -0.01   -0.01    0.04   -0.02    0.02    0.01
    15   6   -0.01   -0.01   -0.02   -0.04    0.03   -0.04    0.01   -0.02   -0.00
    16   1    0.06    0.01    0.02    0.04    0.03    0.00    0.06    0.04    0.01
    17   1    0.03    0.01    0.00   -0.02    0.06    0.02    0.01   -0.03    0.00
    18   1    0.06   -0.04    0.01    0.10   -0.06    0.03    0.06    0.02    0.03
    19   1   -0.02    0.02    0.00   -0.01   -0.02    0.02    0.00    0.05   -0.01
    20   1    0.11    0.06    0.09    0.20    0.10    0.15    0.06    0.01    0.02
    21   1   -0.04   -0.04   -0.00   -0.08   -0.25    0.01    0.04   -0.06    0.02
    22   1   -0.00    0.03   -0.02   -0.19    0.09    0.07   -0.09    0.10   -0.03
    23   1    0.00   -0.32    0.16    0.00    0.11   -0.12    0.02   -0.22    0.03
    24   1   -0.01   -0.14    0.07   -0.05    0.07    0.02   -0.06   -0.02    0.05
    25   1   -0.05    0.11    0.02    0.02   -0.12    0.04   -0.07    0.08    0.03
    26   1   -0.10    0.23    0.02    0.15   -0.07   -0.04   -0.04    0.09    0.01
    27   1   -0.07   -0.00    0.03   -0.05    0.02    0.01   -0.05    0.08   -0.01
    28   1   -0.03   -0.17    0.05   -0.02   -0.12    0.00   -0.02   -0.14   -0.01
    29   1   -0.05    0.15   -0.02   -0.03    0.01   -0.01   -0.05    0.02   -0.03
    30   1    0.10    0.28   -0.05    0.00   -0.03    0.01   -0.19   -0.45    0.06
    31   1   -0.09    0.03    0.06    0.00   -0.03    0.00    0.18    0.02   -0.12
    32   1   -0.11   -0.10    0.11    0.02    0.03   -0.00    0.17    0.14   -0.22
    33   1    0.02   -0.03   -0.00    0.01   -0.00    0.01    0.04    0.03    0.11
    34   1   -0.10   -0.03    0.06    0.02   -0.01    0.02    0.23    0.04   -0.10
    35   1   -0.05   -0.06   -0.11    0.01    0.03   -0.06   -0.05   -0.06   -0.07
    36   1    0.13    0.06    0.09    0.11    0.12    0.09    0.06    0.00    0.04
    37   1    0.06   -0.01   -0.02   -0.05   -0.05   -0.12    0.06    0.01    0.02
    38   1    0.05    0.02   -0.09    0.14   -0.06   -0.13   -0.01    0.03   -0.02
    39   1    0.01    0.02    0.03   -0.07   -0.06    0.25    0.03    0.03   -0.06
    40   1    0.01    0.00    0.03    0.15   -0.01   -0.12   -0.04    0.00    0.06

                       52                      53                      54           
                       A                       A                       A            
 Frequencies --       1035.5493              1051.9326              1058.8467       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.00    0.01   -0.03   -0.04   -0.03    0.02   -0.07   -0.02    0.01
     2   6   -0.01   -0.01    0.01    0.03    0.03   -0.03    0.06    0.01   -0.03
     3   6    0.01   -0.01    0.01    0.04    0.00    0.04   -0.02    0.01   -0.01
     4   6    0.01    0.00    0.01    0.00    0.01    0.00    0.00    0.02    0.01
     5   6   -0.00    0.02    0.03    0.03   -0.02   -0.02    0.08   -0.03   -0.01
     6   6    0.01    0.00    0.06    0.02    0.01    0.00    0.03    0.00    0.04
     7   6    0.00   -0.01   -0.05   -0.01   -0.02    0.00   -0.04   -0.03   -0.03
     8   6   -0.02    0.02   -0.02   -0.01   -0.02    0.01   -0.01   -0.02    0.04
     9   6    0.00    0.04    0.02    0.01   -0.02   -0.01   -0.00   -0.01   -0.03
    10   6    0.00   -0.04   -0.02   -0.02    0.02    0.02   -0.02    0.01    0.03
    11   6    0.01   -0.02    0.02    0.01    0.01   -0.01    0.02    0.02   -0.03
    12   6    0.00    0.00   -0.04   -0.07    0.02   -0.05    0.02   -0.01    0.02
    13   6   -0.01    0.00    0.02    0.06   -0.01    0.05   -0.02    0.02   -0.03
    14   6   -0.04    0.06   -0.03   -0.00    0.01   -0.01   -0.01    0.02   -0.03
    15   6    0.04   -0.05    0.01   -0.01    0.02   -0.00    0.01    0.00   -0.00
    16   1    0.01   -0.01    0.02   -0.12   -0.10   -0.00   -0.10   -0.05   -0.01
    17   1    0.06   -0.06   -0.03    0.07    0.03   -0.02   -0.09    0.26    0.21
    18   1    0.03    0.15    0.05    0.03   -0.01    0.01    0.07    0.08    0.04
    19   1   -0.05    0.02   -0.01   -0.03   -0.10    0.02   -0.05   -0.14    0.01
    20   1    0.11   -0.05   -0.04    0.01    0.01    0.01    0.09   -0.02   -0.01
    21   1    0.16   -0.05    0.00   -0.06    0.05   -0.02   -0.10    0.11   -0.07
    22   1   -0.19    0.13    0.04   -0.02   -0.02    0.02   -0.12   -0.06    0.14
    23   1   -0.00    0.08   -0.09    0.01   -0.05    0.01    0.01    0.13   -0.07
    24   1   -0.06    0.02    0.07    0.00   -0.02   -0.00    0.04   -0.12    0.03
    25   1    0.00   -0.10    0.05   -0.01    0.03   -0.01    0.11   -0.06   -0.07
    26   1    0.13   -0.04   -0.03   -0.12    0.07    0.04   -0.25    0.12    0.09
    27   1   -0.03    0.07   -0.02   -0.02    0.01    0.01   -0.05   -0.03    0.04
    28   1   -0.01   -0.10   -0.03   -0.01   -0.03    0.02   -0.02   -0.06    0.06
    29   1   -0.03   -0.07   -0.02   -0.02    0.07   -0.01   -0.03    0.18    0.00
    30   1    0.10    0.12    0.01    0.14   -0.09    0.12   -0.07   -0.01   -0.04
    31   1   -0.08   -0.10    0.06   -0.07   -0.35    0.08    0.04    0.12   -0.04
    32   1    0.01    0.03    0.08    0.23    0.27    0.02   -0.07   -0.08   -0.02
    33   1   -0.06    0.01   -0.04   -0.23    0.08   -0.32    0.16   -0.06    0.11
    34   1   -0.02   -0.01    0.04   -0.23    0.05   -0.19    0.07   -0.04    0.13
    35   1   -0.16   -0.22   -0.13   -0.02   -0.02   -0.00   -0.05   -0.07   -0.01
    36   1    0.03   -0.15   -0.00   -0.01   -0.03   -0.01   -0.05   -0.09   -0.05
    37   1    0.23    0.09    0.20    0.03    0.02    0.04    0.08    0.05    0.11
    38   1   -0.08    0.10    0.02    0.02   -0.03    0.00   -0.02    0.00    0.02
    39   1    0.09    0.09   -0.26   -0.02   -0.02    0.06    0.01    0.00   -0.01
    40   1   -0.15    0.02    0.18    0.04   -0.00   -0.05    0.00    0.00   -0.02

                       55                      56                      57           
                       A                       A                       A            
 Frequencies --       1071.2996              1106.7075              1115.9117       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.01    0.01   -0.01    0.03    0.01   -0.02    0.04    0.02   -0.02
     2   6   -0.01   -0.02    0.01   -0.04    0.00    0.01   -0.06   -0.01    0.03
     3   6   -0.05    0.02   -0.07   -0.01   -0.01   -0.01    0.01   -0.00    0.01
     4   6   -0.00   -0.00   -0.01    0.01    0.00    0.07   -0.00   -0.01   -0.01
     5   6    0.02    0.03   -0.00   -0.08   -0.05    0.04   -0.01    0.04   -0.02
     6   6    0.01    0.00    0.01    0.01    0.02    0.03    0.01    0.02    0.03
     7   6   -0.01   -0.02   -0.00   -0.01    0.00   -0.03   -0.03   -0.03   -0.02
     8   6   -0.01   -0.00   -0.00    0.05    0.03    0.05   -0.00   -0.14    0.05
     9   6    0.01   -0.00    0.00   -0.04    0.00   -0.03   -0.01   -0.03   -0.04
    10   6   -0.01   -0.00    0.00    0.07    0.01   -0.00    0.01    0.03    0.01
    11   6    0.01    0.00    0.00   -0.03   -0.01   -0.03    0.03    0.09    0.00
    12   6    0.04   -0.03    0.06   -0.01    0.02    0.02   -0.00   -0.00   -0.01
    13   6    0.08   -0.01    0.07    0.03   -0.00   -0.00   -0.01   -0.00    0.00
    14   6    0.00    0.00    0.01   -0.01    0.01   -0.04   -0.01   -0.00    0.01
    15   6    0.00   -0.00    0.00    0.01   -0.01   -0.03    0.00   -0.01    0.00
    16   1    0.05    0.07   -0.01    0.10    0.05    0.02    0.07    0.04   -0.00
    17   1   -0.13    0.04    0.05    0.04    0.02    0.04   -0.04   -0.23   -0.21
    18   1    0.04    0.02    0.02   -0.27    0.05   -0.06    0.05    0.05    0.03
    19   1    0.01    0.05   -0.01   -0.09   -0.03    0.01    0.05    0.14   -0.02
    20   1    0.01   -0.01   -0.01    0.21    0.03    0.08    0.06    0.00    0.00
    21   1    0.03   -0.03    0.01   -0.25   -0.10   -0.09   -0.16    0.07   -0.07
    22   1   -0.09    0.02    0.03    0.18   -0.07    0.01   -0.03   -0.23    0.12
    23   1    0.01    0.03   -0.06   -0.03    0.04    0.16    0.01    0.17   -0.12
    24   1   -0.02   -0.02    0.03    0.10   -0.05   -0.07    0.09    0.05   -0.14
    25   1    0.00   -0.02    0.00    0.13    0.02   -0.09    0.05    0.04   -0.06
    26   1   -0.01    0.01    0.01   -0.04   -0.03   -0.01    0.03   -0.07   -0.03
    27   1   -0.02    0.03   -0.00    0.05   -0.17    0.03   -0.04    0.22   -0.04
    28   1   -0.01   -0.03   -0.00    0.01    0.12    0.05   -0.00    0.00   -0.01
    29   1   -0.02    0.01   -0.01    0.07    0.03    0.05   -0.06    0.14   -0.03
    30   1   -0.16   -0.02   -0.08   -0.04   -0.09    0.01    0.02    0.01    0.01
    31   1    0.09    0.29   -0.09    0.05    0.02   -0.03   -0.02   -0.03    0.01
    32   1   -0.17   -0.21   -0.06    0.04    0.04   -0.06    0.01    0.01    0.01
    33   1   -0.23    0.07   -0.35   -0.02    0.00   -0.08   -0.00    0.00    0.03
    34   1   -0.33    0.09   -0.30   -0.05    0.01   -0.07    0.02   -0.01    0.02
    35   1    0.00    0.00   -0.01   -0.05   -0.07    0.02   -0.01   -0.00   -0.03
    36   1    0.02    0.01    0.01   -0.09   -0.11   -0.07    0.04    0.03    0.03
    37   1    0.00   -0.00   -0.01    0.04    0.04    0.09    0.00   -0.01   -0.03
    38   1   -0.01    0.00    0.01    0.03    0.03   -0.07   -0.00    0.01   -0.01
    39   1    0.01    0.00   -0.03    0.04    0.04   -0.04    0.01    0.01   -0.00
    40   1   -0.02    0.00    0.01    0.01    0.00    0.02   -0.01    0.00    0.04

                       58                      59                      60           
                       A                       A                       A            
 Frequencies --       1142.2282              1166.6769              1174.3020       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.04   -0.01   -0.01    0.00   -0.03   -0.03    0.03    0.02    0.01
     2   6    0.04   -0.00    0.00   -0.02    0.02    0.05   -0.04    0.00   -0.03
     3   6   -0.01    0.02   -0.01    0.02    0.02    0.01   -0.01   -0.03   -0.02
     4   6   -0.00   -0.01    0.07    0.02    0.08    0.08    0.03   -0.00   -0.01
     5   6    0.02    0.02    0.02    0.03    0.04   -0.05   -0.03   -0.05    0.07
     6   6    0.00   -0.02   -0.02    0.03   -0.02   -0.01   -0.03   -0.01   -0.03
     7   6   -0.01    0.03    0.03    0.04   -0.03    0.03    0.10    0.05   -0.00
     8   6   -0.01   -0.08   -0.02   -0.06    0.05    0.04   -0.08   -0.03    0.04
     9   6    0.03    0.01    0.03    0.03    0.00   -0.04    0.01    0.06   -0.03
    10   6   -0.04   -0.01   -0.05   -0.02   -0.03    0.03    0.03   -0.05   -0.03
    11   6    0.02    0.04    0.03    0.02   -0.03   -0.03    0.05    0.01   -0.00
    12   6    0.01   -0.02   -0.00    0.00   -0.02   -0.01   -0.00    0.02    0.01
    13   6   -0.00   -0.01   -0.00   -0.01   -0.01    0.01    0.01    0.02    0.00
    14   6    0.01    0.01   -0.04   -0.01   -0.03   -0.03   -0.01   -0.00    0.01
    15   6    0.01    0.02   -0.02   -0.01   -0.03   -0.03   -0.02   -0.00    0.00
    16   1    0.04    0.08   -0.00    0.23    0.21    0.01   -0.09   -0.13    0.02
    17   1    0.09    0.13    0.15   -0.07   -0.16   -0.15    0.02    0.09    0.07
    18   1   -0.21   -0.05   -0.08   -0.05   -0.05   -0.03   -0.12   -0.03   -0.05
    19   1   -0.12   -0.15    0.02   -0.18   -0.15    0.02    0.03    0.04    0.00
    20   1    0.15    0.01    0.07   -0.21   -0.01   -0.05   -0.08   -0.01   -0.04
    21   1   -0.16   -0.06   -0.00   -0.06    0.05   -0.01    0.15    0.21   -0.01
    22   1    0.12   -0.11   -0.10   -0.08    0.07    0.04   -0.12   -0.11    0.13
    23   1    0.01   -0.16   -0.00    0.02   -0.10    0.02   -0.01   -0.18    0.12
    24   1   -0.06    0.24   -0.10   -0.01    0.08   -0.07   -0.02    0.15   -0.09
    25   1   -0.25    0.05    0.16   -0.04    0.02   -0.00   -0.00   -0.07    0.02
    26   1    0.23   -0.01   -0.07   -0.09   -0.01    0.04   -0.11    0.14    0.05
    27   1   -0.01    0.21   -0.05   -0.07   -0.10    0.06   -0.10    0.11    0.02
    28   1   -0.00   -0.03   -0.06   -0.01   -0.10    0.08   -0.01   -0.15    0.03
    29   1   -0.05   -0.03   -0.04   -0.03    0.12   -0.00   -0.08    0.11   -0.04
    30   1   -0.00    0.04   -0.02    0.01    0.03   -0.01   -0.02   -0.05    0.01
    31   1   -0.02    0.02    0.01   -0.04   -0.02    0.02    0.05    0.02   -0.03
    32   1   -0.05   -0.05    0.02   -0.03   -0.04    0.04    0.04    0.04   -0.05
    33   1   -0.04    0.02    0.02   -0.04    0.03    0.04    0.04   -0.03   -0.06
    34   1    0.04    0.01   -0.02    0.03    0.00    0.01   -0.06   -0.02    0.05
    35   1   -0.02   -0.04    0.07   -0.00   -0.00    0.00   -0.02   -0.02   -0.05
    36   1   -0.11   -0.12   -0.09   -0.07   -0.02   -0.05    0.04    0.02    0.03
    37   1    0.02    0.05    0.10   -0.08   -0.02   -0.04    0.01   -0.02   -0.04
    38   1    0.01   -0.02   -0.01    0.07    0.06   -0.14    0.03   -0.00   -0.03
    39   1    0.00   -0.01   -0.01    0.04    0.08    0.01   -0.01    0.00    0.04
    40   1    0.04   -0.00   -0.07    0.01    0.00    0.10    0.01    0.00    0.04

                       61                      62                      63           
                       A                       A                       A            
 Frequencies --       1197.7857              1198.9653              1212.9552       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.00    0.02   -0.00    0.00   -0.03   -0.01   -0.00    0.02    0.00
     2   6   -0.01    0.01   -0.00   -0.02    0.03    0.02    0.01   -0.03   -0.00
     3   6    0.01    0.00    0.01   -0.00   -0.05   -0.01    0.01    0.11    0.03
     4   6   -0.07   -0.10   -0.01   -0.04   -0.01    0.04    0.07   -0.00    0.03
     5   6    0.03    0.01   -0.07   -0.04   -0.04    0.00   -0.06   -0.01   -0.03
     6   6   -0.02    0.01   -0.02   -0.00   -0.02   -0.06   -0.02    0.00   -0.02
     7   6    0.05   -0.01    0.06   -0.00    0.06    0.03    0.02    0.03    0.03
     8   6   -0.04    0.03    0.03   -0.01   -0.03   -0.05   -0.03   -0.00   -0.00
     9   6    0.01    0.00   -0.03   -0.01   -0.01    0.02   -0.01   -0.03   -0.02
    10   6   -0.01   -0.02    0.03    0.03    0.03    0.01    0.03    0.03    0.02
    11   6    0.02   -0.01   -0.02    0.02    0.01    0.03    0.02    0.00   -0.00
    12   6   -0.00   -0.01   -0.01   -0.00    0.03    0.01    0.00   -0.05   -0.02
    13   6   -0.01    0.00    0.00    0.00    0.02    0.00    0.01   -0.06   -0.02
    14   6    0.03    0.04   -0.01    0.02    0.00   -0.02   -0.02   -0.00   -0.00
    15   6    0.04    0.04    0.01    0.01    0.02   -0.01   -0.03   -0.00   -0.01
    16   1   -0.00    0.04   -0.03    0.25    0.29   -0.04   -0.13   -0.17    0.04
    17   1   -0.10   -0.07   -0.10    0.06   -0.03   -0.02    0.20    0.08    0.15
    18   1   -0.23   -0.07   -0.08    0.09   -0.10   -0.02   -0.16   -0.04   -0.06
    19   1    0.12    0.21   -0.04   -0.17   -0.20    0.04    0.04    0.00   -0.01
    20   1    0.27    0.04    0.12   -0.01    0.01    0.03   -0.03    0.02    0.02
    21   1    0.05   -0.24    0.09    0.28    0.03    0.12    0.12   -0.11    0.08
    22   1   -0.09    0.03    0.07   -0.14   -0.06    0.06   -0.14   -0.02    0.09
    23   1    0.01   -0.03    0.03    0.00    0.21   -0.16    0.01    0.20   -0.12
    24   1    0.00    0.02   -0.04   -0.00   -0.21    0.17    0.03   -0.16    0.06
    25   1   -0.01    0.02   -0.02    0.18   -0.07   -0.09    0.10    0.03   -0.07
    26   1   -0.13    0.02    0.05   -0.07    0.03    0.02    0.01   -0.09   -0.02
    27   1   -0.05   -0.05    0.04   -0.01    0.12   -0.03   -0.04    0.03    0.01
    28   1   -0.01   -0.07    0.05    0.00   -0.04   -0.06   -0.00   -0.05    0.01
    29   1   -0.01    0.07   -0.00   -0.05   -0.05   -0.03   -0.03    0.03   -0.02
    30   1    0.02    0.02    0.00   -0.00   -0.04    0.01    0.02    0.07   -0.02
    31   1   -0.02   -0.01    0.01    0.04    0.00   -0.02   -0.10   -0.02    0.06
    32   1   -0.00   -0.00    0.02    0.04    0.05   -0.04   -0.09   -0.10    0.10
    33   1    0.00    0.00    0.04    0.05   -0.03   -0.05   -0.11    0.07    0.09
    34   1    0.01    0.01    0.00   -0.06   -0.02    0.05    0.15    0.07   -0.20
    35   1    0.02   -0.00    0.10    0.02    0.01    0.09   -0.05   -0.05   -0.07
    36   1   -0.03   -0.07   -0.03   -0.08   -0.05   -0.06    0.03   -0.02    0.01
    37   1    0.07    0.07    0.14   -0.02    0.03    0.06    0.02   -0.02   -0.03
    38   1   -0.08   -0.06    0.15    0.00   -0.03    0.02    0.06   -0.01   -0.07
    39   1   -0.02   -0.09   -0.10   -0.01   -0.03   -0.05   -0.02    0.01    0.08
    40   1   -0.01   -0.00   -0.16    0.03   -0.00   -0.10    0.04   -0.00    0.03

                       64                      65                      66           
                       A                       A                       A            
 Frequencies --       1219.5045              1245.6788              1278.5346       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.02   -0.04    0.02    0.00   -0.00   -0.01    0.01   -0.03    0.01
     2   6    0.02    0.02   -0.00   -0.01    0.01   -0.00    0.03   -0.00   -0.00
     3   6    0.01    0.08    0.01    0.02    0.08    0.02    0.00   -0.01    0.01
     4   6   -0.08   -0.03   -0.05   -0.00    0.02   -0.00   -0.07    0.14   -0.03
     5   6   -0.07   -0.00    0.04    0.00   -0.03   -0.02   -0.01   -0.01   -0.01
     6   6    0.00    0.01    0.01    0.01   -0.00    0.01    0.01   -0.06    0.01
     7   6    0.02   -0.02   -0.06   -0.02    0.00    0.00   -0.01    0.07   -0.02
     8   6    0.01    0.00    0.05    0.03   -0.03   -0.06   -0.01    0.00    0.02
     9   6   -0.01    0.01   -0.03    0.00    0.08    0.03   -0.02   -0.02   -0.00
    10   6    0.02   -0.01   -0.01    0.02   -0.05   -0.01    0.02   -0.01   -0.01
    11   6   -0.00    0.00   -0.02   -0.01    0.01    0.04    0.02    0.00    0.00
    12   6    0.00   -0.03   -0.01   -0.00   -0.03   -0.01   -0.00    0.00   -0.00
    13   6    0.01   -0.04   -0.01   -0.00   -0.03   -0.00    0.00   -0.00    0.00
    14   6    0.03    0.01    0.01    0.00   -0.01    0.00    0.03   -0.04    0.01
    15   6    0.03    0.02    0.02    0.00   -0.01   -0.00    0.02   -0.04    0.01
    16   1    0.14    0.20   -0.05    0.02    0.02   -0.00   -0.08   -0.15    0.04
    17   1    0.16    0.05    0.05   -0.21   -0.07   -0.13   -0.05    0.02    0.00
    18   1    0.29    0.02    0.10   -0.03    0.01   -0.01    0.01    0.06   -0.01
    19   1   -0.06   -0.11    0.04    0.01    0.05   -0.01    0.00   -0.02    0.01
    20   1   -0.08   -0.02   -0.06    0.06   -0.00    0.01    0.23   -0.06    0.03
    21   1    0.09    0.16   -0.06   -0.09    0.01   -0.02    0.16   -0.40    0.10
    22   1   -0.03   -0.02    0.09    0.11   -0.14   -0.05    0.02   -0.14    0.09
    23   1   -0.02   -0.14    0.12   -0.02   -0.18    0.15   -0.01    0.06   -0.01
    24   1    0.05    0.09   -0.12   -0.09   -0.02    0.16    0.03    0.06   -0.09
    25   1   -0.02    0.01    0.01    0.19   -0.21   -0.06   -0.09    0.09    0.03
    26   1    0.05   -0.03   -0.03   -0.34    0.31    0.15   -0.06    0.04    0.01
    27   1   -0.01   -0.04    0.02    0.05    0.12   -0.06   -0.02    0.03    0.01
    28   1   -0.00    0.02    0.04    0.01    0.03   -0.09   -0.01   -0.05    0.01
    29   1    0.02    0.05    0.01   -0.01   -0.12   -0.01   -0.01    0.02   -0.01
